ABB [GOLD] nf=26 down_streak=0 vol=0.8x sret=+1.8% rsi=52 distSMA200=-15% distHigh60=-1% atr=3.1% | close10d[5451,5488,5334,5398,5288,5440,5587,5636,5635,5735] vol5d[0.8x,1.6x,1.5x,0.9x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:dist_high_252<=-29.29 & dist_sma_200>-21.1 & rs_market_20d>-3.65 & weekly_close_loc>0.8
NAM-INDIA [GOLD] nf=95 down_streak=0 vol=0.6x sret=+1.5% rsi=58 distSMA200=+10% distHigh60=-1% atr=4.4% | close10d[633,653,636,654,640,624,672,705,702,712] vol5d[0.8x,1.5x,1.3x,0.8x,0.6x] | patterns: hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47
POLICYBZR [GOLD-baseline] nf=63 down_streak=0 vol=2.8x sret=+1.3% rsi=60 distSMA200=+4% distHigh60=-0% atr=3.8% | close10d[1594,1669,1588,1640,1609,1620,1698,1714,1755,1778] vol5d[0.8x,0.9x,1.2x,1.2x,2.8x] | patterns: hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71
POLYMED [ENTERPRISE-Dryup] nf=41 down_streak=0 vol=0.7x sret=+0.6% rsi=43 distSMA200=-2% distHigh60=-19% atr=5.3% | close10d[2496,2591,2781,2835,2675,2527,2481,2424,2352,2367] vol5d[0.7x,0.7x,0.4x,0.6x,0.7x] | patterns: hit_10pc_20d:n_sub_2_5_range_7d<=0.5 & roc_5<=-6.67 & weekly_close_vs_sma20<=3.06 | hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20<=1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:dist_high_20<=-16.19 & rsi_14>30.44 & weekly_close_loc<=0.49 & weekly_range_pct>7.86 | hit_15pc_20d:atr_20_pct>2.4 & dist_high_10<=-10.53 & dist_high_252<=-22.78 & dist_sma_200<=26.42
FORTIS [GOLD] nf=40 down_streak=0 vol=1.0x sret=+1.1% rsi=60 distSMA200=+12% distHigh60=-4% atr=3.5% | close10d[679,681,687,683,663,665,677,666,692,699] vol5d[0.4x,0.6x,0.8x,0.9x,1.0x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06
PPLPHARMA [GOLD-baseline] nf=23 down_streak=1 vol=3.5x sret=-4.8% rsi=39 distSMA200=-7% distHigh60=-13% atr=3.9% | close10d[211,212,207,214,206,208,212,215,219,209] vol5d[0.9x,1.5x,1.5x,1.0x,3.5x] | patterns: hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=48.46 & n_sub_3_range_7d<=1.5 & weekly_close_loc<=0.7 | hit_10pc_20d:n_sub_2_5_range_7d<=0.5 & roc_5>-6.67 & weekly_close_vs_sma20<=3.06 & weekly_range_pct<=9.66 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_15pc_20d:dist_high_120<=-25.79 & n_sub_75v_20d<=13.5 & rs_market_20d<=4.47
PRESTIGE [ENTERPRISE-Dryup] nf=66 down_streak=0 vol=0.8x sret=+1.7% rsi=63 distSMA200=-8% distHigh60=-2% atr=4.2% | close10d[1363,1386,1332,1337,1316,1282,1366,1347,1395,1419] vol5d[0.5x,0.7x,0.7x,0.6x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
INDIACEM [ENTERPRISE-Dryup] nf=16 down_streak=0 vol=0.7x sret=+0.3% rsi=72 distSMA200=-3% distHigh60=-2% atr=3.4% | close10d[306,310,310,315,311,309,319,318,322,323] vol5d[0.3x,0.4x,0.4x,1.3x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.12 & dist_sma_200<=10.57 & weekly_close_loc>0.53 & weekly_range_pct<=10.47 | hit_10pc_20d:roc_60>12.78 & weekly_close_loc>0.65
RADICO [GOLD-baseline] nf=23 down_streak=0 vol=1.2x sret=+0.7% rsi=61 distSMA200=+17% distHigh60=-3% atr=3.1% | close10d[2446,2533,2537,2446,2475,2449,2530,2590,2573,2590] vol5d[0.8x,0.9x,1.1x,0.7x,1.2x] | patterns: hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d>3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68
HINDCOPPER [GOLD] nf=79 down_streak=1 vol=1.6x sret=-1.7% rsi=52 distSMA200=-14% distHigh60=-5% atr=3.9% | close10d[213,217,207,212,205,205,225,222,232,228] vol5d[1.1x,2.2x,1.1x,1.9x,1.6x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
RAILTEL [GOLD-baseline] nf=103 down_streak=0 vol=1.1x sret=+1.5% rsi=65 distSMA200=-7% distHigh60=-1% atr=4.3% | close10d[316,323,303,308,301,308,322,326,357,362] vol5d[0.8x,0.8x,0.6x,2.9x,1.1x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0
RBLBANK [ENTERPRISE-Dryup] nf=44 down_streak=1 vol=0.2x sret=-0.1% rsi=58 distSMA200=+15% distHigh60=-2% atr=4.2% | close10d[200,204,197,201,196,197,206,208,210,210] vol5d[0.4x,0.4x,0.7x,0.7x,0.2x] | patterns: hit_10pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc<=0.84 & weekly_close_loc>0.59 | hit_25pc_30d:dist_high_252<=-13.78 & weekly_close_loc>0.45 & weekly_close_vs_sma20>19.33 | hit_10pc_20d:atr_20_pct>3.88 & weekly_close_vs_sma20<=33.91 & weekly_close_vs_sma20>20.64 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41 | hit_10pc_20d:rs_market_60d<=81.89 & weekly_close_loc>0.37 & weekly_close_vs_sma20>9.42 & weekly_range_pct>4.76
REDINGTON [GOLD] nf=74 down_streak=0 vol=0.5x sret=+0.5% rsi=79 distSMA200=+32% distHigh60=-1% atr=3.9% | close10d[252,249,250,252,248,259,261,273,278,279] vol5d[1.4x,0.9x,3.3x,1.0x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15
NAVINFLUOR [ENTERPRISE-Dryup] nf=20 down_streak=0 vol=0.7x sret=+0.3% rsi=47 distSMA200=+16% distHigh60=-10% atr=3.7% | close10d[4539,4650,4624,4668,4548,4595,4433,4330,4278,4292] vol5d[0.9x,2.0x,0.9x,1.1x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.37 & atr_5_vs_20>1.02 & dist_high_120<=-7.21 & weekly_range_pct>8.57 | hit_15pc_20d:atr_20_pct>2.47 & rs_sector_60d<=-2.23 & weekly_close_vs_sma20>-0.6 & weekly_range_pct>7.74 | hit_15pc_20d:dist_sma_200<=17.82 & weekly_close_vs_sma20>2.9 & weekly_range_pct>8.02 | hit_25pc_30d:atr_20_pct>3.52 & dist_sma_200>15.01 & roc_60<=14.83 & weekly_range_pct>10.45 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56
RHIM [ENTERPRISE-Dryup] nf=36 down_streak=0 vol=0.7x sret=+0.3% rsi=49 distSMA200=-12% distHigh60=-16% atr=3.8% | close10d[457,445,445,444,438,438,451,449,458,460] vol5d[0.3x,0.5x,0.4x,0.9x,0.7x] | patterns: hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87 | hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_25pc_30d:atr_20_pct>3.27 & dist_high_252<=-39.08 & weekly_close_vs_sma20<=21.67 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41
RRKABEL [ENTERPRISE-Dryup] nf=63 down_streak=0 vol=0.1x sret=+0.8% rsi=86 distSMA200=-4% distHigh60=-1% atr=4.3% | close10d[1024,1176,1214,1231,1210,1235,1280,1317,1308,1318] vol5d[0.5x,0.4x,0.3x,0.2x,0.1x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15
RITES [GOLD] nf=98 down_streak=0 vol=1.5x sret=+1.0% rsi=56 distSMA200=-11% distHigh60=-4% atr=3.7% | close10d[225,228,221,223,219,216,230,233,246,248] vol5d[0.8x,1.7x,1.4x,4.8x,1.5x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.43 & roc_5>5.1 & weekly_close_loc>0.67 & weekly_range_pct>11.61 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:atr_20_pct>2.99 & weekly_close_loc>0.53 & weekly_close_vs_sma20<=8.14 & weekly_range_pct>11.93
RVNL [GOLD] nf=94 down_streak=0 vol=1.4x sret=+0.9% rsi=52 distSMA200=-15% distHigh60=-4% atr=3.8% | close10d[352,355,342,340,331,323,359,357,373,376] vol5d[1.0x,2.5x,1.0x,2.4x,1.4x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.43 & roc_5>5.1 & weekly_close_loc>0.67 & weekly_range_pct>11.61 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51
RPOWER [GOLD-baseline] nf=83 down_streak=1 vol=0.8x sret=-0.0% rsi=50 distSMA200=+14% distHigh60=-5% atr=4.8% | close10d[40,41,38,39,38,39,43,44,44,44] vol5d[1.1x,3.3x,1.4x,1.0x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15
JWL [GOLD] nf=107 down_streak=0 vol=1.1x sret=+1.3% rsi=52 distSMA200=-14% distHigh60=-3% atr=3.9% | close10d[353,358,340,343,340,334,370,373,383,388] vol5d[0.7x,2.6x,0.9x,1.4x,1.1x] | patterns: hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
RAINBOW [GOLD] nf=13 down_streak=0 vol=1.1x sret=+0.7% rsi=39 distSMA200=-1% distHigh60=-12% atr=3.1% | close10d[1360,1346,1359,1361,1337,1344,1352,1360,1378,1387] vol5d[1.1x,0.4x,0.6x,1.2x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.67 & roc_60>-11.53 & rs_market_60d<=3.56 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>2.28 & slope_sma_20<=0.21 & weekly_close_loc>0.8
SARDAEN [ENTERPRISE-Dryup] nf=58 down_streak=0 vol=0.7x sret=+0.6% rsi=34 distSMA200=+3% distHigh60=-19% atr=4.5% | close10d[442,445,441,433,418,421,443,447,452,455] vol5d[0.4x,0.4x,0.4x,0.6x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.98 & n_sub_3_range_7d<=3.5 & weekly_close_loc>0.73 & weekly_close_vs_sma20<=-3.68
SAPPHIRE [ENTERPRISE-Dryup] nf=22 down_streak=0 vol=0.7x sret=+0.4% rsi=22 distSMA200=-5% distHigh60=-11% atr=4.0% | close10d[320,316,315,311,300,300,306,304,306,307] vol5d[6.2x,0.5x,0.7x,1.2x,0.7x] | patterns: hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d>12.5 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120>-26.16 & rs_sector_60d>-21.31 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>3.2 & dist_sma_200<=19.12 & weekly_close_loc>0.42 | hit_10pc_20d:atr_20_pct>3.61 & rs_market_60d<=27.16 & rs_market_60d>-14.48 & slope_sma_20>-3.56 | hit_10pc_20d:atr_20_pct>3.13 & rs_sector_60d>-21.46 & weekly_close_loc<=0.7 & weekly_close_loc>0.35
POONAWALLA [ENTERPRISE-Dryup] nf=41 down_streak=1 vol=0.5x sret=-0.1% rsi=47 distSMA200=+11% distHigh60=-6% atr=3.7% | close10d[378,388,370,383,371,372,386,383,390,390] vol5d[0.8x,0.8x,0.6x,0.7x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_15pc_20d:dist_high_60<=-5.81 & weekly_close_loc>0.62 & weekly_close_vs_sma20>11.17 & weekly_range_pct<=17.91 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & slope_sma_50>1.67 & weekly_close_loc<=0.84 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6
SCI [GOLD] nf=62 down_streak=1 vol=1.2x sret=-1.6% rsi=43 distSMA200=-19% distHigh60=-9% atr=4.5% | close10d[169,171,165,164,158,157,168,169,170,168] vol5d[0.6x,0.6x,0.5x,2.1x,1.2x] | patterns: hit_15pc_20d:atr_20_pct>3.6 & dist_high_252<=-35.35 & rs_market_20d<=1.36 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:dist_high_252<=-43.48 & dist_sma_200<=24.12 & rs_sector_60d>-40.44 | hit_15pc_20d:atr_20_pct>2.29 & dist_high_252<=-37.13 & rs_sector_60d<=-4.87 | hit_25pc_30d:atr_20_pct>3.27 & dist_high_252<=-39.08 & weekly_close_vs_sma20<=21.67 | hit_25pc_30d:dist_high_120<=-11.56 & dist_high_252<=-38.3 & rs_sector_60d<=-4.73
SCHAEFFLER [GOLD] nf=55 down_streak=0 vol=0.4x sret=+0.3% rsi=85 distSMA200=+11% distHigh60=-4% atr=3.4% | close10d[3549,3573,3576,3621,3693,3702,3732,3952,3930,3940] vol5d[0.7x,0.4x,2.2x,1.0x,0.4x] | patterns: hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20>8.87 & weekly_range_pct>9.47 | hit_10pc_20d:rs_sector_20d>-6.57 & weekly_close_loc>0.55 & weekly_close_vs_sma20>9.15 & weekly_range_pct>9.62 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:atr_20_pct>2.33 & rs_market_60d<=28.94 & weekly_close_loc>0.31 & weekly_range_pct>10.12 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct<=13.3 & weekly_range_pct>9.69
MANKIND [ENTERPRISE-Dryup] nf=23 down_streak=0 vol=0.4x sret=+0.2% rsi=46 distSMA200=+3% distHigh60=-3% atr=3.4% | close10d[2386,2415,2369,2432,2440,2408,2500,2547,2555,2560] vol5d[1.4x,1.1x,1.1x,0.8x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59 | hit_10pc_20d:atr_20_pct>2.54 & dist_sma_20<=4.01 & weekly_close_loc>0.75 & weekly_close_vs_sma20<=13.7 | hit_15pc_20d:dist_high_252<=-15.59 & n_sub_2_5_range_7d<=2.5 & weekly_close_loc>0.74 | hit_15pc_20d:atr_20_pct>2.98 & n_sub_3_range_7d<=3.5 & weekly_close_loc>0.73 & weekly_close_vs_sma20>-3.68
SJVN [ENTERPRISE-Dryup] nf=61 down_streak=1 vol=0.8x sret=-0.3% rsi=49 distSMA200=-11% distHigh60=-3% atr=3.6% | close10d[93,94,90,92,89,89,96,96,99,98] vol5d[0.8x,1.2x,0.7x,1.2x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15
SOBHA [ENTERPRISE-Dryup] nf=60 down_streak=0 vol=0.6x sret=+1.4% rsi=56 distSMA200=-11% distHigh60=-1% atr=3.8% | close10d[1318,1323,1263,1279,1249,1224,1323,1305,1319,1338] vol5d[0.7x,0.7x,0.7x,0.9x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48
SAMMAANCAP [ENTERPRISE-Dryup] nf=57 down_streak=0 vol=0.6x sret=+1.0% rsi=45 distSMA200=-12% distHigh60=-8% atr=4.3% | close10d[119,120,114,116,113,114,120,123,125,126] vol5d[0.6x,0.8x,0.7x,0.5x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
SOLARINDS [GOLD-baseline] nf=39 down_streak=0 vol=0.9x sret=+1.1% rsi=60 distSMA200=+31% distHigh60=-1% atr=2.9% | close10d[13049,13191,13188,13295,13118,13487,13289,13592,13724,13880] vol5d[2.2x,2.0x,1.1x,1.3x,0.9x] | patterns: hit_15pc_20d:atr_20_pct>2.86 & rs_sector_60d>31.83 & weekly_close_loc>0.7 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct>2.15 & rs_sector_60d>13.71 & weekly_close_loc>0.83 | hit_10pc_20d:atr_20_pct>2.44 & weekly_close_loc>0.72 & weekly_close_vs_sma20>0.12 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d<=12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:atr_20_pct<=4.48 & weekly_close_loc>0.71 & weekly_close_vs_sma20>5.52 & weekly_range_pct>6.07
