ABB [GOLD] nf=64 down_streak=1 vol=0.9x sret=-0.3% rsi=62 distSMA200=-25% distHigh60=-22% atr=3.5% | close10d[5370,5327,5160,5129,5140,5119,5188,5411,5476,5461] vol5d[0.5x,0.4x,0.7x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>2.98 & n_sub_3_range_7d<=3.5 & weekly_close_loc>0.73 & weekly_close_vs_sma20<=-3.68
NLCINDIA [ENTERPRISE-Dryup] nf=93 down_streak=1 vol=0.5x sret=-0.2% rsi=74 distSMA200=-1% distHigh60=-5% atr=4.5% | close10d[230,225,221,219,229,226,229,238,249,248] vol5d[0.4x,0.4x,0.9x,0.8x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89
OLECTRA [GOLD] nf=122 down_streak=1 vol=1.1x sret=-0.2% rsi=50 distSMA200=-27% distHigh60=-26% atr=5.4% | close10d[1114,1143,1097,1085,1048,1039,1016,1059,1128,1126] vol5d[0.7x,0.9x,3.0x,2.7x,1.1x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52
PAYTM [GOLD] nf=90 down_streak=1 vol=1.5x sret=-3.8% rsi=52 distSMA200=+6% distHigh60=-29% atr=5.1% | close10d[706,685,665,713,702,683,689,741,763,734] vol5d[0.6x,0.6x,2.0x,1.0x,1.5x] | patterns: hit_10pc_20d:atr_20_pct>3.12 & roc_5<=5.48 & weekly_close_loc>0.53 & weekly_range_pct>10.47 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_15pc_20d:atr_20_pct>2.99 & weekly_close_loc>0.53 & weekly_close_vs_sma20<=8.14 & weekly_range_pct>11.93
PCBL [GOLD] nf=65 down_streak=0 vol=1.3x sret=+1.0% rsi=61 distSMA200=-2% distHigh60=-16% atr=3.9% | close10d[386,391,384,380,381,373,374,382,390,394] vol5d[0.6x,0.6x,0.8x,0.9x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44
NAM-INDIA [GOLD] nf=75 down_streak=1 vol=0.8x sret=-1.6% rsi=62 distSMA200=-15% distHigh60=-28% atr=4.1% | close10d[536,529,522,535,524,524,541,543,564,555] vol5d[0.9x,1.0x,1.0x,1.0x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:dist_high_10<=-3.88 & roc_60<=12.78 & weekly_close_loc>0.41 & weekly_range_pct>7.9 | hit_10pc_20d:atr_20_pct>2.33 & rs_market_60d<=28.94 & weekly_close_loc>0.31 & weekly_range_pct>10.12 | hit_15pc_20d:slope_sma_50<=-0.24 & weekly_close_loc>0.54 & weekly_range_pct<=14.98 & weekly_range_pct>11.04
JIOFIN [GOLD] nf=54 down_streak=0 vol=0.9x sret=+1.2% rsi=57 distSMA200=-25% distHigh60=-25% atr=3.4% | close10d[220,222,216,218,226,223,220,225,229,232] vol5d[1.0x,0.9x,1.1x,0.8x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_10pc_20d:dist_high_252<=-33.68 & dist_sma_200<=2.78 & slope_sma_50<=-1.97
NETWEB [GOLD] nf=115 down_streak=1 vol=0.6x sret=-0.4% rsi=53 distSMA200=-37% distHigh60=-48% atr=6.1% | close10d[1565,1594,1527,1525,1490,1460,1404,1505,1522,1515] vol5d[0.4x,0.7x,1.6x,0.8x,0.6x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.12 & roc_5<=5.48 & weekly_close_loc>0.53 & weekly_range_pct>10.47 | hit_15pc_20d:atr_20_pct>3.43 & roc_5<=7.12 & weekly_close_loc>0.61 & weekly_range_pct>11.72 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_15pc_20d:atr_20_pct>3.51 & roc_5<=7.26 & weekly_close_loc>0.61 & weekly_range_pct>10.93
POLICYBZR [GOLD-baseline] nf=110 down_streak=0 vol=1.0x sret=+0.2% rsi=55 distSMA200=-6% distHigh60=-31% atr=4.6% | close10d[1407,1398,1425,1469,1406,1332,1355,1454,1556,1559] vol5d[2.8x,1.6x,1.5x,1.3x,1.0x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_15pc_20d:roc_5<=11.75 & weekly_close_loc>0.54 & weekly_range_pct>14.98 | hit_10pc_20d:dist_sma_20<=9.12 & weekly_close_loc>0.48 & weekly_range_pct>16.49 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3
POLYMED [ENTERPRISE-Dryup] nf=39 down_streak=1 vol=0.9x sret=-0.4% rsi=63 distSMA200=-5% distHigh60=-22% atr=4.3% | close10d[2320,2284,2304,2202,2220,2214,2212,2234,2250,2242] vol5d[0.3x,0.5x,0.4x,0.6x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>4.28 & weekly_close_loc<=0.67 & weekly_close_loc>0.35 | hit_15pc_20d:atr_20_pct>3.63 & dist_high_252<=-24.73 & slope_sma_50<=-0.07 & weekly_close_vs_sma20<=13.81 | hit_25pc_30d:atr_20_pct>3.23 & n_sub_75v_7d>3.5 & slope_sma_50<=-2.14 & weekly_close_vs_sma20<=-7.07
PPLPHARMA [ENTERPRISE-Dryup] nf=85 down_streak=0 vol=0.3x sret=+1.3% rsi=67 distSMA200=+4% distHigh60=-19% atr=4.9% | close10d[200,201,201,201,202,202,206,213,218,221] vol5d[0.4x,0.4x,0.4x,0.3x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
PRESTIGE [ENTERPRISE-Dryup] nf=110 down_streak=0 vol=0.7x sret=+0.6% rsi=63 distSMA200=-27% distHigh60=-32% atr=4.1% | close10d[1172,1145,1124,1126,1119,1130,1100,1132,1201,1208] vol5d[0.6x,0.8x,0.7x,1.2x,0.7x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66
INDIACEM [ENTERPRISE-Dryup] nf=59 down_streak=0 vol=0.3x sret=+0.1% rsi=66 distSMA200=-16% distHigh60=-28% atr=4.7% | close10d[295,297,289,281,281,273,267,274,275,275] vol5d[0.3x,0.3x,0.3x,0.4x,0.3x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d<=-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42
CUMMINSIND [ENTERPRISE-Dryup] nf=32 down_streak=1 vol=0.5x sret=-0.4% rsi=62 distSMA200=-13% distHigh60=-12% atr=3.1% | close10d[2973,2899,2864,2875,2819,2835,2862,2930,3002,2991] vol5d[0.7x,0.4x,0.5x,0.5x,0.5x] | patterns: hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>3.04 & vol_5d_vs_20d<=1.58 & weekly_close_loc>0.69 & weekly_range_pct>5.68 | hit_10pc_20d:atr_20_pct>2.35 & roc_20>3.54 & weekly_close_loc>0.5 & weekly_range_pct>7.0 | hit_15pc_20d:dist_high_252<=-15.59 & n_sub_2_5_range_7d<=2.5 & weekly_close_loc>0.74 | hit_10pc_20d:rs_market_60d<=26.73 & weekly_close_loc>0.7 & weekly_close_vs_sma20<=39.28 & weekly_range_pct>5.14
RADICO [ENTERPRISE-Dryup] nf=40 down_streak=0 vol=0.4x sret=+0.6% rsi=80 distSMA200=+10% distHigh60=-13% atr=3.9% | close10d[2209,2195,2192,2182,2174,2191,2214,2248,2272,2286] vol5d[0.5x,0.4x,0.4x,0.6x,0.4x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.78 & weekly_close_loc>0.63 & weekly_close_vs_sma20<=9.42 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
RAILTEL [GOLD] nf=119 down_streak=0 vol=1.0x sret=+0.4% rsi=50 distSMA200=-29% distHigh60=-31% atr=5.2% | close10d[296,299,292,293,289,283,276,282,296,298] vol5d[0.5x,0.6x,0.6x,1.4x,1.0x] | patterns: hit_10pc_20d:roc_5<=4.11 & weekly_close_loc>0.74 & weekly_range_pct>8.64 | hit_10pc_20d:atr_20_pct>3.12 & roc_5<=5.48 & weekly_close_loc>0.53 & weekly_range_pct>10.47 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7
RBLBANK [GOLD] nf=66 down_streak=1 vol=1.1x sret=-1.6% rsi=52 distSMA200=-15% distHigh60=-6% atr=4.0% | close10d[162,164,161,156,156,156,154,162,167,165] vol5d[0.6x,0.5x,0.9x,0.9x,1.1x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_10pc_20d:dist_high_10<=-2.52 & dist_high_252<=-15.6 & weekly_close_loc>0.5 & weekly_range_pct>7.5 | hit_10pc_20d:roc_60<=31.97 & weekly_close_loc>0.59 & weekly_close_vs_sma20<=8.87 & weekly_range_pct>9.47 | hit_10pc_20d:roc_60>-14.78 & rs_sector_60d>-15.62 & weekly_close_loc>0.66 & weekly_range_pct>9.0
PTCIL [ENTERPRISE-Dryup] nf=47 down_streak=1 vol=0.9x sret=-0.0% rsi=85 distSMA200=-5% distHigh60=-30% atr=4.7% | close10d[11909,12276,12237,12341,12122,12127,12362,12568,12586,12583] vol5d[0.3x,0.6x,0.6x,0.4x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>3.08 & n_sub_75v_20d<=12.5 & roc_60<=9.15 & weekly_close_loc>0.41 | hit_10pc_20d:atr_20_pct>4.28 & weekly_close_loc<=0.67 & weekly_close_loc>0.35 | hit_15pc_20d:atr_20_pct>4.63 & weekly_close_loc<=0.61 & weekly_close_loc>0.38 | hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29
REDINGTON [ENTERPRISE-Dryup] nf=37 down_streak=0 vol=0.6x sret=+0.3% rsi=37 distSMA200=+10% distHigh60=-14% atr=5.5% | close10d[247,251,245,237,234,225,226,227,227,227] vol5d[0.4x,0.5x,0.4x,0.5x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>3.61 & dist_high_60<=-4.81 & weekly_close_loc>0.25 & weekly_close_vs_sma20>-0.6 | hit_10pc_20d:atr_20_pct>4.28 & weekly_close_loc<=0.67 & weekly_close_loc>0.35 | hit_25pc_30d:atr_20_pct>4.54 & dist_sma_200<=77.18 & roc_60<=37.87 & weekly_range_pct<=19.91 | hit_25pc_30d:atr_20_pct>4.1 & roc_60>-3.72 | hit_15pc_20d:dist_high_20<=-9.45 & n_sub_3_range_7d<=3.5 & rs_sector_60d>12.78 & slope_sma_50<=1.67
RRKABEL [GOLD-baseline] nf=111 down_streak=0 vol=2.0x sret=+0.0% rsi=59 distSMA200=-39% distHigh60=-37% atr=5.3% | close10d[917,909,905,896,890,875,859,893,917,917] vol5d[0.2x,0.3x,0.6x,0.3x,2.0x] | patterns: hit_10pc_20d:roc_5<=4.11 & weekly_close_loc>0.74 & weekly_range_pct>8.64 | hit_10pc_20d:atr_20_pct>3.59 & dist_high_60<=-22.1 & slope_sma_20<=-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52
RITES [GOLD] nf=110 down_streak=1 vol=0.8x sret=-0.9% rsi=59 distSMA200=-24% distHigh60=-26% atr=4.3% | close10d[213,219,215,216,212,210,204,212,229,227] vol5d[0.5x,0.5x,0.8x,3.2x,0.8x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_15pc_20d:atr_20_pct>3.43 & roc_5<=7.12 & weekly_close_loc>0.61 & weekly_range_pct>11.72 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_15pc_20d:atr_20_pct>3.51 & roc_5<=7.26 & weekly_close_loc>0.61 & weekly_range_pct>10.93
RVNL [ENTERPRISE-Dryup] nf=113 down_streak=0 vol=0.9x sret=+1.2% rsi=54 distSMA200=-22% distHigh60=-29% atr=5.3% | close10d[338,342,336,331,333,329,328,333,354,358] vol5d[0.4x,0.4x,0.4x,1.5x,0.9x] | patterns: hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47 | hit_10pc_20d:atr_20_pct>3.35 & close_loc>0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51
RPOWER [GOLD] nf=98 down_streak=1 vol=1.1x sret=-3.4% rsi=56 distSMA200=-1% distHigh60=-23% atr=5.1% | close10d[35,36,34,34,34,33,33,35,38,36] vol5d[0.8x,0.8x,1.1x,2.0x,1.1x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:rs_sector_20d<=-6.57 & weekly_close_loc>0.55 & weekly_range_pct>9.62 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3
RKFORGE [ENTERPRISE-Dryup] nf=95 down_streak=1 vol=0.7x sret=-1.6% rsi=68 distSMA200=-16% distHigh60=-27% atr=4.8% | close10d[695,716,692,684,685,686,698,718,758,745] vol5d[0.5x,0.4x,0.4x,1.3x,0.7x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_10pc_20d:atr_20_pct>2.32 & dist_high_120<=-4.81 & weekly_close_loc>0.64 & weekly_range_pct>8.0 | hit_15pc_20d:atr_20_pct>4.4 & rs_sector_60d<=27.53 & weekly_close_loc>0.46 & weekly_range_pct>9.47
JWL [ENTERPRISE-Dryup] nf=123 down_streak=1 vol=0.8x sret=-0.5% rsi=57 distSMA200=-38% distHigh60=-40% atr=5.2% | close10d[307,316,301,298,295,295,290,303,315,314] vol5d[0.5x,0.6x,0.6x,1.1x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_15pc_20d:dist_high_20<=-3.94 & rs_sector_60d<=-5.19 & weekly_close_loc>0.59 & weekly_range_pct>10.06 | hit_15pc_20d:atr_20_pct>3.51 & roc_5<=7.26 & weekly_close_loc>0.61 & weekly_range_pct>10.93 | hit_10pc_20d:atr_20_pct>3.72 & roc_60<=-14.78 & weekly_close_loc>0.66 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d<=-22.12 & weekly_close_loc>0.44
RAINBOW [GOLD-baseline] nf=53 down_streak=0 vol=1.3x sret=+1.2% rsi=51 distSMA200=-6% distHigh60=-21% atr=3.7% | close10d[1313,1282,1276,1249,1242,1261,1250,1299,1288,1303] vol5d[1.8x,3.2x,1.8x,1.4x,1.3x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_10pc_20d:atr_20_pct>3.43 & close_loc<=0.44 & weekly_close_loc>0.67 & weekly_range_pct<=11.61 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_15pc_20d:atr_20_pct>3.6 & dist_sma_50<=-1.76 & rs_market_20d>-9.09 & weekly_close_loc>0.68
SARDAEN [ENTERPRISE-Dryup] nf=39 down_streak=0 vol=0.6x sret=+0.4% rsi=73 distSMA200=+35% distHigh60=-4% atr=4.6% | close10d[476,471,503,527,538,541,538,556,539,542] vol5d[1.7x,1.1x,1.2x,0.9x,0.6x] | patterns: hit_10pc_20d:atr_20_pct>4.28 & weekly_close_loc<=0.67 & weekly_close_loc>0.35 | hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29 | hit_10pc_20d:rs_market_60d<=81.89 & weekly_close_loc>0.37 & weekly_close_vs_sma20>9.42 & weekly_range_pct>4.76 | hit_10pc_20d:atr_20_pct>3.88 & weekly_close_vs_sma20<=20.64 & weekly_close_vs_sma20>13.7 | hit_15pc_20d:atr_20_pct>3.52 & dist_sma_200>32.08 & slope_sma_50>1.4 & weekly_close_vs_sma20>1.3
SAPPHIRE [ENTERPRISE-Dryup] nf=43 down_streak=2 vol=0.6x sret=-1.9% rsi=47 distSMA200=-7% distHigh60=-20% atr=6.3% | close10d[326,338,326,323,315,304,296,310,305,300] vol5d[0.7x,0.5x,0.8x,0.5x,0.6x] | patterns: hit_10pc_20d:dist_high_10<=-8.11 & n_sub_75v_7d>2.5 & weekly_close_loc>0.22 & weekly_range_pct>5.84 | hit_10pc_20d:atr_20_pct>4.48 & rs_market_60d<=49.51 & rs_sector_60d>-3.61 & weekly_range_pct>5.29 | hit_15pc_20d:atr_20_pct>3.63 & dist_high_252<=-24.73 & slope_sma_50<=-0.07 & weekly_close_vs_sma20<=13.81 | hit_15pc_20d:atr_20_pct>2.4 & dist_high_10<=-10.53 & dist_high_252<=-22.78 & dist_sma_200<=26.42 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_10<=-10.6 & roc_60<=-5.38 & weekly_close_loc<=0.74
POONAWALLA [GOLD] nf=79 down_streak=1 vol=0.8x sret=-1.7% rsi=72 distSMA200=-12% distHigh60=-5% atr=3.6% | close10d[286,288,289,284,283,281,290,306,324,318] vol5d[0.9x,1.2x,1.9x,1.6x,0.8x] | patterns: hit_10pc_20d:atr_5_vs_20<=1.2 & slope_sma_50<=0.77 & weekly_close_loc>0.62 & weekly_range_pct>11.78 | hit_10pc_20d:atr_5_vs_20<=1.58 & weekly_close_loc>0.49 & weekly_range_pct>13.88 | hit_10pc_20d:atr_20_pct>3.35 & close_loc<=0.39 & weekly_close_loc>0.64 & weekly_range_pct>8.51 | hit_10pc_20d:atr_20_pct>2.23 & weekly_close_loc>0.55 & weekly_range_pct>13.3 | hit_10pc_20d:atr_20_pct>2.59 & weekly_close_loc>0.68 & weekly_range_pct>8.52
SCHAEFFLER [GOLD] nf=54 down_streak=0 vol=1.6x sret=+1.6% rsi=85 distSMA200=-5% distHigh60=-2% atr=3.7% | close10d[3253,3275,3279,3238,3309,3348,3411,3375,3470,3524] vol5d[0.4x,1.3x,0.5x,0.8x,1.6x] | patterns: hit_10pc_20d:atr_20_pct>2.56 & roc_20<=29.31 & weekly_close_loc>0.71 & weekly_range_pct>7.89 | hit_10pc_20d:atr_20_pct>3.59 & dist_sma_200<=49.25 & slope_sma_20>-1.3 & weekly_close_loc>0.7 | hit_15pc_20d:n_sub_3_range_7d<=2.5 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.75 & n_sub_75v_20d>12.5 & weekly_close_loc>0.69 & weekly_close_vs_sma20>3.06 | hit_10pc_20d:n_sub_3_range_7d<=3.5 & n_sub_75v_20d<=13.5 & slope_sma_50<=1.67 & weekly_close_loc>0.59
SIGNATURE [ENTERPRISE-Dryup] nf=52 down_streak=0 vol=0.8x sret=+1.1% rsi=56 distSMA200=-17% distHigh60=-21% atr=3.6% | close10d[1015,1062,1058,1067,1075,1082,1064,1086,1105,1116] vol5d[0.8x,0.8x,0.8x,0.8x,0.8x] | patterns: hit_10pc_20d:atr_20_pct>3.19 & weekly_close_loc>0.74 & weekly_range_pct>5.15 | hit_10pc_20d:atr_20_pct>2.98 & dist_high_120<=-26.16 & rs_market_60d>-22.12 & weekly_close_loc>0.44 | hit_10pc_20d:atr_20_pct>2.67 & roc_60<=-11.53 & rs_sector_60d>-13.91 & weekly_close_loc>0.71 | hit_10pc_20d:atr_20_pct>2.38 & dist_high_252<=-5.37 & weekly_close_loc>0.74 & weekly_range_pct>4.48 | hit_15pc_20d:atr_20_pct>3.42 & weekly_close_loc>0.66
